City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Mackay,AU,-21.15,149.2,70.68,53,0,14.88,clear sky
350,Dunyapur,PK,29.7995,71.7196,90.36,64,56,5.32,broken clouds
351,Pemangkat,ID,1.1667,108.9667,81.72,75,76,6.26,broken clouds
352,Lavrentiya,RU,65.5833,-171.0,41.9,82,100,7.31,overcast clouds
353,Mount Isa,AU,-20.7333,139.5,71.37,26,0,12.66,clear sky
354,Goroka,PG,-6.0834,145.3873,74.82,62,46,3.67,scattered clouds
355,Boa Vista,BR,2.8197,-60.6733,76.98,88,75,5.75,broken clouds
356,Zykovo,RU,55.9519,93.1461,63.0,59,97,1.7,overcast clouds
357,San Quintin,MX,30.4833,-115.95,69.44,79,12,13.38,few clouds
358,Vardo,NO,70.3705,31.1107,53.58,87,100,13.8,overcast clouds
359,Namibe,AO,-15.1961,12.1522,62.06,80,78,6.93,broken clouds
360,San Martin,AR,-33.081,-68.4681,50.54,66,100,6.33,overcast clouds
361,Chuy,UY,-33.6971,-53.4616,58.8,98,100,5.61,overcast clouds
362,Baykit,RU,61.67,96.37,66.94,87,100,2.8,overcast clouds
363,Quesnel,CA,52.9999,-122.5029,95.5,26,0,2.3,clear sky
364,College,US,64.8569,-147.8028,61.07,63,75,12.66,broken clouds
365,Cayenne,GF,4.9333,-52.3333,76.08,1,0,0.0,clear sky
366,Laguna,US,38.421,-121.4238,99.45,34,0,12.66,clear sky
367,Ornskoldsvik,SE,63.2909,18.7153,47.35,81,45,11.5,scattered clouds
368,Tonota,BW,-21.4833,27.4833,54.19,52,0,6.26,clear sky
369,Copiapo,CL,-27.3667,-70.3333,49.69,66,100,1.12,overcast clouds
370,Katobu,ID,-4.9408,122.5276,83.48,58,17,9.62,few clouds
371,Scarborough,GB,54.2797,-0.4044,59.32,78,100,7.0,overcast clouds
372,Nea Kallikratia,GR,40.3167,23.0667,83.86,61,0,4.97,clear sky
373,Coolum Beach,AU,-26.5333,153.1,68.11,51,6,6.2,clear sky
374,Koutsouras,GR,35.0339,25.9469,80.11,42,0,7.63,clear sky
375,Juneau,US,58.3019,-134.4197,66.2,98,100,5.75,shower rain
376,Nuevo Progreso,MX,23.1667,-97.95,83.53,82,85,5.84,overcast clouds
377,Mantena,BR,-18.7817,-40.9803,61.3,88,0,2.44,clear sky
378,Wajir,KE,1.7471,40.0573,69.44,73,97,9.28,overcast clouds
379,Lucea,JM,18.451,-78.1736,82.26,79,41,10.33,scattered clouds
380,Kijang,KR,35.2442,129.2139,82.13,84,87,12.88,overcast clouds
381,Santiago Del Estero,AR,-27.7951,-64.2615,71.8,45,52,16.46,broken clouds
382,Gravdal,NO,68.1214,13.5031,50.79,79,53,8.72,broken clouds
383,Coos Bay,US,43.3665,-124.2179,75.31,91,100,8.05,overcast clouds
384,Dunedin,NZ,-45.8742,170.5036,46.8,89,100,8.01,overcast clouds
385,Manzil Kamil,TN,35.6248,10.6673,81.84,78,20,2.3,few clouds
386,Hasaki,JP,35.7333,140.8333,91.29,80,72,16.04,broken clouds
387,Tateyama,JP,34.9833,139.8667,84.13,82,71,11.92,broken clouds
388,Nouadhibou,MR,20.931,-17.0347,75.18,78,7,21.85,clear sky
389,Esperantina,BR,-3.9017,-42.2336,76.95,77,100,3.02,overcast clouds
390,Raudeberg,NO,61.9875,5.1352,45.27,72,20,6.44,few clouds
391,Kushima,JP,31.4583,131.2333,86.85,66,16,9.46,few clouds
392,Batagay-Alyta,RU,67.8006,130.4114,79.86,44,41,3.65,scattered clouds
393,Ancud,CL,-41.8697,-73.8203,43.45,92,22,4.79,few clouds
394,Maragogi,BR,-9.0122,-35.2225,71.98,88,69,4.94,broken clouds
395,Kenai,US,60.5544,-151.2583,69.89,32,0,8.05,clear sky
396,Luganville,VU,-15.5333,167.1667,82.27,73,93,6.93,overcast clouds
397,Conakry,GN,9.538,-13.6773,76.05,88,99,3.58,light rain
398,Barrhead,GB,55.7992,-4.3929,53.04,90,100,3.44,overcast clouds
399,Conde,BR,-7.2597,-34.9075,72.86,94,0,6.91,clear sky
400,Camacupa,AO,-12.0167,17.4833,52.45,36,100,3.87,overcast clouds
401,Erenhot,CN,43.6475,111.9767,81.59,23,20,8.28,few clouds
402,Klaksvik,FO,62.2266,-6.589,52.72,93,80,14.03,broken clouds
403,Lensk,RU,60.7253,114.9278,86.45,46,4,9.91,clear sky
404,Montepuez,MZ,-13.1256,38.9997,59.92,84,3,5.88,clear sky
405,Bowen,AU,-20.0167,148.2333,65.7,42,0,7.63,clear sky
406,Hovd,MN,48.0056,91.6419,63.57,35,2,4.34,clear sky
407,Namtsy,RU,62.7161,129.6658,87.66,37,3,2.19,clear sky
408,Talovaya,RU,51.1144,40.73,68.25,76,84,0.69,broken clouds
409,Paamiut,GL,61.994,-49.6678,42.01,93,67,15.82,broken clouds
410,Qinzhou,CN,21.95,108.6167,88.83,63,74,8.21,broken clouds
411,Harper,LR,4.375,-7.7169,75.22,75,99,11.45,overcast clouds
412,Banda Aceh,ID,5.5577,95.3222,80.6,76,92,3.42,overcast clouds
413,Police,PL,53.5521,14.5718,53.02,83,0,5.59,clear sky
414,Kawalu,ID,-7.3817,108.2082,79.2,74,86,3.89,overcast clouds
415,Petauke,ZM,-14.2426,31.3253,57.49,62,10,7.47,clear sky
416,Kuri,KR,37.5986,127.1394,89.28,58,40,9.22,scattered clouds
417,Pacific Grove,US,36.6177,-121.9166,71.55,83,75,8.05,broken clouds
418,Ostrovnoy,RU,68.0531,39.5131,59.9,86,58,15.86,broken clouds
419,Leh,IN,34.1667,77.5833,57.43,73,100,3.56,overcast clouds
420,Isakly,RU,54.1333,51.5333,62.76,90,21,5.5,few clouds
421,Kedrovyy,RU,56.1667,91.8167,60.87,58,74,2.46,broken clouds
422,Imbituba,BR,-28.24,-48.6703,64.09,98,98,3.0,overcast clouds
423,Olean,US,42.0776,-78.4297,74.08,98,96,3.83,overcast clouds
424,Ambulu,ID,-8.345,113.6058,81.1,66,40,4.32,scattered clouds
425,Caernarfon,GB,53.1413,-4.2702,60.08,73,75,3.44,light rain
426,Zhezkazgan,KZ,47.8043,67.7144,66.18,59,0,8.95,clear sky
427,Acarau,BR,-2.8856,-40.12,79.07,77,100,14.9,overcast clouds
428,Hyeres,FR,43.1167,6.1167,72.73,49,0,3.44,clear sky
429,Trairi,BR,-3.2778,-39.2689,78.49,81,94,11.61,overcast clouds
430,Abnub,EG,27.2696,31.1511,79.02,20,3,5.64,clear sky
431,Naze,JP,28.3667,129.4833,83.32,81,81,15.79,broken clouds
432,Karachi,PK,24.9056,67.0822,78.62,89,75,3.44,mist
433,Barguzin,RU,53.6167,109.6167,54.45,98,100,4.09,light rain
434,Amga,RU,60.8953,131.9608,85.84,41,8,1.05,clear sky
435,Rincon,US,32.296,-81.2354,84.85,78,40,11.5,scattered clouds
436,Bukama,CD,-9.2,25.85,67.5,45,70,2.86,broken clouds
437,Dongsheng,CN,39.8161,109.9776,74.55,41,0,7.92,clear sky
438,Fort Nelson,CA,58.8053,-122.7002,80.19,47,20,3.44,few clouds
439,Mitu,CO,1.1983,-70.1733,71.38,99,100,1.07,heavy intensity rain
440,Duvan,RU,55.695,57.9024,55.83,73,0,3.13,clear sky
441,Khovu-Aksy,RU,51.1333,93.6,59.92,51,100,2.68,overcast clouds
442,Tuy Hoa,VN,13.0833,109.3,86.94,64,11,3.94,few clouds
443,Murgab,TM,37.4966,61.9714,76.87,50,0,9.22,clear sky
444,Ganzhou,CN,28.8184,115.4327,96.26,44,100,2.46,overcast clouds
445,Moroni,KM,-11.7022,43.2551,72.91,77,55,9.93,broken clouds
446,Safaga,EG,26.7292,33.9365,86.14,34,86,6.15,overcast clouds
447,Dwarka,IN,22.2394,68.9678,81.88,78,91,9.62,overcast clouds
448,Wyndham,US,37.6985,-77.6125,78.94,87,99,4.0,overcast clouds
449,Vila,PT,42.0304,-8.1588,53.71,79,0,1.34,clear sky
450,Saint Anthony,US,45.0205,-93.218,75.13,44,0,12.66,clear sky
451,San Jose,US,37.3394,-121.895,84.58,53,75,11.5,smoke
452,Sijunjung,ID,-0.6876,100.9537,76.12,86,92,0.65,overcast clouds
453,Rorvik,NO,64.8621,11.2373,52.72,78,100,8.99,overcast clouds
454,Garden City,US,42.3256,-83.331,79.05,67,40,9.22,scattered clouds
455,Pustoshka,RU,56.3355,29.369,52.9,96,98,5.77,overcast clouds
456,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,74.66,42,68,6.02,broken clouds
457,Margate,GB,51.3813,1.3862,63.9,76,100,3.0,overcast clouds
458,Chara,RU,56.9064,118.2631,70.97,55,100,0.45,overcast clouds
459,Wanaka,NZ,-44.7,169.15,47.1,83,96,1.01,overcast clouds
460,Belaya Gora,RU,68.5333,146.4167,62.47,34,97,13.31,overcast clouds
461,Yertsevo,RU,60.7966,40.086,61.18,98,52,5.37,heavy intensity rain
462,Taoudenni,ML,22.6783,-3.9836,98.33,6,6,16.28,clear sky
463,Kerouane,GN,9.2667,-9.0167,67.84,98,48,4.54,light rain
464,Mananjary,MG,-21.2167,48.3333,62.74,92,16,4.21,few clouds
465,Dourbali,TD,11.8091,15.8632,72.7,89,100,4.05,overcast clouds
466,Iquitos,PE,-3.7481,-73.2472,73.44,100,40,1.14,scattered clouds
467,Guerrero Negro,MX,27.9769,-114.0611,70.21,78,63,16.37,broken clouds
468,Caravelas,BR,-17.7125,-39.2481,68.38,84,14,2.33,few clouds
469,Kungsbacka,SE,57.4872,12.0761,56.05,84,6,3.0,clear sky
470,Dossor,KZ,47.5272,52.9811,80.44,39,44,4.52,scattered clouds
471,Burgos,ES,42.3394,-3.7079,52.21,93,0,6.91,clear sky
472,Bengkulu,ID,-3.8004,102.2655,81.18,72,47,1.7,scattered clouds
473,Burnie,AU,-41.0667,145.9167,50.94,62,100,9.06,overcast clouds
474,Doha,QA,25.2867,51.5333,91.71,70,20,9.22,few clouds
475,Oranjemund,NA,-28.55,16.4333,51.93,84,0,2.33,clear sky
476,Yulara,AU,-25.2406,130.9889,57.49,23,10,13.98,clear sky
477,Whyalla,AU,-33.0333,137.5833,58.12,45,54,3.11,broken clouds
478,Walvis Bay,NA,-22.9575,14.5053,53.1,100,7,5.75,clear sky
479,Chernyshevskiy,RU,63.0128,112.4714,82.89,55,0,9.86,clear sky
480,Ossora,RU,59.2353,163.0719,56.05,74,100,2.75,light rain
481,Kamakura,JP,35.3089,139.5503,93.2,80,29,15.93,scattered clouds
482,Acapulco,MX,16.8634,-99.8901,82.22,78,75,3.44,broken clouds
483,Marzuq,YE,14.4,46.4667,81.09,45,100,7.09,overcast clouds
484,Wanganui,NZ,-39.9333,175.05,56.59,85,96,21.0,overcast clouds
485,Wonthaggi,AU,-38.6044,145.5913,47.82,73,100,8.95,light rain
486,Sayyan,YE,15.1718,44.3244,57.83,73,80,4.45,broken clouds
487,Chisec,GT,15.8167,-90.2833,72.93,97,100,3.33,overcast clouds
488,Porlamar,VE,10.958,-63.8491,89.69,62,91,10.36,overcast clouds
489,Sept-Iles,CA,50.2001,-66.3821,73.4,70,40,9.22,scattered clouds
490,Yeovil,GB,50.9416,-2.6321,60.94,84,100,1.14,overcast clouds
491,Whitehorse,CA,60.7161,-135.0538,63.37,48,100,8.05,overcast clouds
492,Kruisfontein,ZA,-34.0033,24.7314,56.88,90,1,4.52,clear sky
493,Houston,US,29.7633,-95.3633,89.11,74,0,10.36,clear sky
494,Beringovskiy,RU,63.05,179.3167,48.7,92,100,2.89,overcast clouds
495,Balabac,PH,7.9868,117.0645,85.14,69,100,8.1,overcast clouds
496,Bilma,NE,18.6853,12.9164,83.79,49,73,12.28,broken clouds
497,Pimentel,PE,-6.8367,-79.9342,62.92,86,48,17.02,scattered clouds
498,Teahupoo,PF,-17.8333,-149.2667,78.76,79,45,27.04,light rain
499,Kankon,IN,15.0167,74.0167,76.8,87,54,6.98,moderate rain
500,Pingshan,CN,22.9938,114.7131,91.26,56,1,3.33,clear sky
501,Tigil,RU,57.8,158.6667,56.44,91,100,5.03,overcast clouds
502,Adra,ES,36.7496,-3.0206,78.39,82,2,3.42,clear sky
503,Cabedelo,BR,-6.9811,-34.8339,74.07,81,66,9.73,broken clouds
504,Bilibino,RU,68.0546,166.4372,52.29,47,100,3.09,overcast clouds
505,Celestun,MX,20.8667,-90.4,82.09,76,88,12.86,overcast clouds
506,Sungaipenuh,ID,-2.0833,101.3833,75.06,67,75,0.58,broken clouds
507,Kamenka,RU,51.3223,42.7678,71.11,62,98,4.05,overcast clouds
508,Harbour Breton,CA,47.4833,-55.7983,60.06,96,52,8.43,broken clouds
509,Fereydunshahr,IR,32.941,50.121,65.97,66,98,2.51,overcast clouds
510,Gloucester,GB,51.8657,-2.2431,61.56,75,100,4.34,overcast clouds
511,Kipushi,CD,-11.7667,27.2333,51.89,62,54,3.83,broken clouds
512,Lakes Entrance,AU,-37.8811,147.981,55.17,56,63,12.26,broken clouds
513,Ibanda,TZ,-2.7974,32.4746,70.16,53,100,7.2,overcast clouds
514,Vostok,RU,46.4856,135.8833,81.05,54,51,4.65,broken clouds
515,Necochea,AR,-38.5473,-58.7368,49.75,97,100,12.44,light rain
516,Paciran,ID,-6.8767,112.3761,82.98,70,73,8.23,broken clouds
517,Helong,CN,42.5397,128.9972,83.89,56,96,4.23,overcast clouds
518,Ahipara,NZ,-35.1667,173.1667,57.87,87,66,16.62,broken clouds
519,Zlobin,HR,45.2924,14.6541,66.79,68,0,9.57,clear sky
520,Savonlinna,FI,61.8699,28.88,59.05,88,0,6.91,clear sky
521,Nikolayevsk-Na-Amure,RU,53.1406,140.73,76.78,50,57,2.77,broken clouds
522,Cayambe,EC,0.05,-78.1333,49.26,88,100,4.88,overcast clouds
523,Korla,CN,41.7597,86.1469,90.27,16,0,7.14,clear sky
524,Callaguip,PH,18.0714,120.4867,87.82,74,75,2.3,broken clouds
525,Mahibadhoo,MV,3.7833,72.9667,82.06,74,79,14.88,broken clouds
526,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,93,66,3.31,broken clouds
527,Umm Lajj,SA,25.0213,37.2685,84.81,65,58,7.49,broken clouds
528,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,70,40,13.8,scattered clouds
529,Ongandjera,NA,-17.8833,15.0667,59.81,34,1,3.6,clear sky
530,Norrtalje,SE,59.758,18.705,57.83,70,95,8.3,overcast clouds
531,Dobrinka,RU,52.1653,40.4731,70.45,72,100,1.7,overcast clouds
532,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,49,0,14.97,clear sky
533,Beloha,MG,-25.1667,45.05,57.78,81,0,4.61,clear sky
534,Conceicao Da Barra,BR,-18.5933,-39.7322,68.43,84,17,2.51,few clouds
535,Prokopyevsk,RU,53.9059,86.719,61.77,82,67,3.94,broken clouds
536,Labytnangi,RU,66.6572,66.4183,62.8,61,91,8.23,overcast clouds
537,Portland,US,45.5234,-122.6762,98.55,41,20,10.36,few clouds
538,Baghdad,IQ,33.3406,44.4009,84.11,23,0,4.61,clear sky
539,Obidos,BR,-1.9175,-55.5181,78.39,69,84,1.39,broken clouds
540,Calais,FR,50.9167,1.8333,59.09,74,100,10.76,overcast clouds
541,Ahuimanu,US,21.4447,-157.8378,91.11,59,0,14.97,clear sky
542,Collie,AU,-33.3667,116.15,56.05,52,74,5.5,broken clouds
543,Urucara,BR,-2.5364,-57.76,75.87,75,100,1.5,overcast clouds
544,Moron,AR,-34.6534,-58.6198,63.81,98,100,5.93,overcast clouds
545,Salamanca,ES,40.8333,-6.0,67.75,58,10,4.36,clear sky
546,Rameswaram,IN,9.2833,79.3,80.96,79,32,7.7,scattered clouds
547,Pullman,US,46.7313,-117.1796,97.84,28,0,5.01,clear sky
548,Berdigestyakh,RU,62.0989,126.6992,83.1,41,0,4.79,clear sky
549,Hailar,CN,49.2,119.7,73.06,67,100,11.52,overcast clouds
550,Nur,PL,52.6683,22.3221,50.74,87,0,5.55,clear sky
551,Puerto Colombia,CO,10.9878,-74.9547,80.82,84,99,17.56,overcast clouds
552,Rosario,AR,-32.9468,-60.6393,58.95,86,100,4.0,overcast clouds
553,Ankang,CN,32.68,109.0172,84.11,66,17,1.61,few clouds
554,Yatou,CN,37.15,122.3833,77.36,90,100,9.62,overcast clouds
555,Bathsheba,BB,13.2167,-59.5167,81.21,86,40,18.41,scattered clouds
556,Arlit,NE,18.7369,7.3853,88.72,41,98,21.77,overcast clouds
557,Turukhansk,RU,65.8167,87.9833,61.86,89,100,4.0,overcast clouds
558,Ambon,ID,-3.6954,128.1814,80.74,83,75,9.22,light rain
559,Mihijam,IN,23.8526,86.8788,86.74,62,100,5.28,overcast clouds
560,Dormidontovka,RU,47.7702,134.9076,82.27,70,16,3.02,few clouds
561,Agadez,NE,19.75,10.25,86.38,15,62,5.79,broken clouds
562,Manicore,BR,-5.8092,-61.3003,77.45,44,3,1.48,clear sky
563,Brae,GB,60.3964,-1.353,51.8,80,70,6.78,broken clouds
564,Milkovo,RU,54.7167,158.6167,71.85,48,98,2.75,light rain
565,Graham,US,47.0529,-122.2943,93.69,41,0,5.75,clear sky
566,Tiznit,MA,29.5833,-9.5,73.94,55,0,3.44,clear sky
567,Turkistan,KZ,43.0,68.0,82.92,28,36,7.63,scattered clouds
568,Kamaishi,JP,39.2667,141.8833,78.76,78,35,5.21,scattered clouds
569,Mabaruma,GY,8.2,-59.7833,74.32,92,0,3.06,clear sky
570,Jalu,LY,29.0331,21.5482,79.86,52,0,7.16,clear sky
571,Frederikshavn,DK,57.4407,10.5366,52.27,89,8,6.58,clear sky
572,Viedma,AR,-40.8135,-62.9967,45.54,84,67,10.22,broken clouds
573,Taltal,CL,-25.4,-70.4833,60.01,79,100,3.89,overcast clouds
574,Lodwar,KE,3.1191,35.5973,77.36,56,96,12.8,overcast clouds
575,Lasa,IT,46.6166,10.7002,57.36,91,92,2.13,overcast clouds
576,Takoradi,GH,4.8845,-1.7554,75.42,83,97,12.41,overcast clouds
577,Sembe,CG,1.6481,14.5806,72.48,86,92,3.06,overcast clouds
578,Blagoyevo,RU,63.3667,47.9167,60.69,69,43,6.49,scattered clouds
579,Lincoln,US,40.8,-96.667,83.28,58,84,3.0,broken clouds
580,Hobyo,SO,5.3505,48.5268,74.7,81,100,22.79,overcast clouds
581,Bagan,RU,54.1001,77.6646,73.27,55,100,7.96,overcast clouds
582,Husavik,IS,66.0449,-17.3389,53.71,84,49,8.12,scattered clouds
583,Kamien Pomorski,PL,53.9685,14.7726,48.56,74,1,10.56,clear sky
584,Warri,NG,5.5167,5.75,74.17,93,100,5.03,light rain
585,Romilly-Sur-Seine,FR,48.5108,3.7263,59.41,56,97,6.87,overcast clouds
586,Yei,SS,4.095,30.6779,66.15,98,95,1.54,overcast clouds
587,Yurgamysh,RU,55.3714,64.4656,58.35,83,100,8.57,overcast clouds
588,Chimbote,PE,-9.0853,-78.5783,62.82,83,84,10.25,broken clouds
589,Mantua,IT,45.1667,10.7833,75.81,83,6,1.01,clear sky
590,Otane,NZ,-39.8833,176.6333,65.01,65,100,10.11,overcast clouds
591,Port-Cartier,CA,50.0334,-66.8654,64.74,83,56,6.33,broken clouds
592,Huarmey,PE,-10.0681,-78.1522,62.91,86,31,10.56,scattered clouds
593,Zapolyarnyy,RU,69.4154,30.8136,52.88,90,72,11.1,broken clouds
594,Hun,LY,29.1268,15.9477,77.72,41,0,4.52,clear sky
595,Flin Flon,CA,54.7682,-101.865,64.09,53,96,5.44,overcast clouds
596,Tabas,IR,33.5959,56.9244,93.4,31,94,0.49,overcast clouds
597,Tual,ID,-5.6667,132.75,79.02,84,61,21.68,broken clouds
598,Mineiros,BR,-17.5694,-52.5511,65.88,33,0,5.12,clear sky
599,Iracoubo,GF,5.4802,-53.2011,77.31,86,94,4.32,overcast clouds
600,Eureka,US,40.8021,-124.1637,65.19,80,23,1.99,few clouds
601,Tautira,PF,-17.7333,-149.15,76.98,79,42,26.33,light rain
602,Abha,SA,18.2164,42.5053,66.4,62,99,6.06,overcast clouds
603,Bambanglipuro,ID,-7.95,110.2833,80.8,75,72,6.49,broken clouds
604,Waimana,NZ,-38.15,177.0833,56.84,92,95,9.15,light rain
605,Axim,GH,4.8699,-2.2405,75.99,82,99,13.56,overcast clouds
606,Singkawang,ID,0.9,109.0,81.95,75,99,4.81,overcast clouds
607,Warud,IN,21.4667,78.2667,78.19,83,93,2.3,overcast clouds
608,Lyuban,BY,52.7985,28.0048,53.08,92,98,4.52,overcast clouds
609,Bayir,TR,37.2687,28.2167,63.12,38,0,2.51,clear sky
610,Ucluelet,CA,48.9329,-125.5528,64.09,89,41,1.01,scattered clouds
611,Coruripe,BR,-10.1256,-36.1756,71.22,87,18,6.2,few clouds
612,Valle De Allende,MX,26.9333,-105.4,74.52,55,100,9.31,overcast clouds
613,Kurchatov,RU,51.6601,35.6521,61.21,91,91,3.78,overcast clouds
614,Fare,PF,-16.7,-151.0167,78.31,76,13,24.32,light rain
615,Iberia,US,29.9502,-91.7507,79.05,89,4,6.69,clear sky
616,Tongren,CN,27.7172,109.1853,85.98,72,87,2.08,overcast clouds
617,Kudahuvadhoo,MV,2.6708,72.8944,82.4,74,100,14.79,overcast clouds
618,Talnakh,RU,69.4865,88.3972,54.21,62,89,11.16,overcast clouds
619,Khapa,IN,21.4333,78.9667,78.75,83,84,0.87,broken clouds
620,Khuzhir,RU,53.1939,107.3397,53.19,91,100,13.29,light rain
621,Perth,AU,-31.9333,115.8333,65.03,55,20,13.8,few clouds
622,Bacnotan,PH,16.7222,120.3525,85.8,71,100,3.83,overcast clouds
623,Winnemucca,US,40.973,-117.7357,98.65,8,0,14.97,clear sky
624,Dombarovskiy,RU,50.7587,59.5386,60.76,83,15,11.52,few clouds
625,Ejea De Los Caballeros,ES,42.1263,-1.1372,64.62,63,30,4.76,scattered clouds
626,Bereda,ES,43.2686,-7.5406,56.57,100,21,0.98,few clouds
627,Nichinan,JP,31.6,131.3667,84.78,72,19,9.86,few clouds
628,Watertown,US,42.3709,-71.1828,74.32,69,0,3.0,clear sky
629,Morristown,US,36.214,-83.2949,79.5,81,0,0.0,clear sky
630,Zyryanka,RU,65.75,150.85,60.76,38,100,7.99,overcast clouds
631,Farrukhnagar,IN,17.0778,78.2011,74.91,82,99,3.22,overcast clouds
632,Rafaela,AR,-31.2503,-61.4867,57.0,64,100,8.01,overcast clouds
633,Sfantu Gheorghe,RO,45.8667,25.7833,62.92,92,22,2.44,few clouds
634,Aleksandrov Gay,RU,50.147,48.5704,72.52,56,60,7.11,broken clouds
635,Birao,CF,10.2849,22.7882,70.07,97,100,3.96,moderate rain
636,Santa Fe,AR,-31.6333,-60.7,60.03,81,100,11.99,light rain
637,Morondava,MG,-20.2833,44.2833,64.44,76,0,5.55,clear sky
638,Nivala,FI,63.9167,24.9667,54.68,94,100,4.74,overcast clouds
639,Cabinda,AO,-5.55,12.2,69.22,92,94,3.44,overcast clouds
640,La Ronge,CA,55.1001,-105.2842,63.57,54,40,3.56,scattered clouds
641,Riyadh,SA,24.6877,46.7219,90.55,15,100,6.64,light rain
642,Kanelovskaya,RU,46.5908,39.19,65.91,79,0,6.24,clear sky
643,Raton,US,36.9034,-104.4391,66.54,78,0,6.91,clear sky
644,Leopoldov,SK,48.4458,17.7646,64.54,85,19,6.98,few clouds
645,Pangkalanbuun,ID,-2.6833,111.6167,80.6,82,93,3.13,overcast clouds
646,Olafsvik,IS,64.8945,-23.7142,47.84,81,100,25.59,overcast clouds
647,Caruray,PH,10.3094,119.0128,86.59,69,97,4.14,overcast clouds
648,Manuk Mangkaw,PH,4.8,119.85,83.34,69,55,3.24,broken clouds
649,Winslow,US,35.0242,-110.6974,73.58,53,40,20.71,scattered clouds
650,Belmonte,BR,-15.8631,-38.8828,69.87,78,0,5.53,clear sky
651,Henties Bay,NA,-22.116,14.2845,53.47,82,2,4.18,clear sky
652,Kieta,PG,-6.2167,155.6333,85.91,64,13,8.37,few clouds
653,Naryan-Mar,RU,67.6713,53.087,63.54,69,100,11.1,overcast clouds
654,Kirakira,SB,-10.4544,161.9205,84.43,69,100,9.42,overcast clouds
655,Honiara,SB,-9.4333,159.95,86.88,64,100,8.72,overcast clouds
656,Quatre Cocos,MU,-20.2078,57.7625,68.11,81,31,9.89,scattered clouds
657,San Juan De Los Lagos,MX,21.25,-102.3,67.08,65,83,7.18,broken clouds
658,Jackson,US,42.4165,-122.8345,102.07,27,0,11.5,clear sky
659,Bodden Town,KY,19.2833,-81.25,84.0,79,24,1.99,few clouds
660,Pitanga,BR,-24.7572,-51.7614,58.87,80,78,1.28,broken clouds
661,Los Llanos De Aridane,ES,28.6585,-17.9182,71.13,91,0,17.27,clear sky
662,Jiwani,PK,25.05,61.7417,82.31,80,100,7.67,overcast clouds
663,Guarapari,BR,-20.6667,-40.4975,66.88,83,3,5.06,clear sky
664,Labuhan,ID,-6.8844,112.2051,82.65,71,100,7.38,overcast clouds
665,Guilin,CN,25.2819,110.2864,87.4,65,100,3.76,overcast clouds
666,Camopi,GF,3.1655,-52.3158,71.42,99,100,1.99,overcast clouds
667,Meiktila,MM,20.8667,95.8667,86.95,58,1,8.37,clear sky
668,Islamkot,PK,24.6997,70.177,80.96,81,99,13.51,overcast clouds
669,Aquin,HT,18.2833,-73.4,77.92,83,75,2.42,broken clouds
670,Chinameca,SV,13.5,-88.35,67.6,98,56,2.21,broken clouds
671,Bud,US,39.447,-86.1758,77.32,88,80,6.24,broken clouds
672,Tibu,CO,8.639,-72.7358,73.27,98,99,1.68,overcast clouds
673,Toba,JP,34.4833,136.85,82.4,89,75,6.91,broken clouds
674,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,72.19,43,75,2.24,light rain
675,Xifeng,CN,42.7372,124.7222,83.17,72,96,7.27,overcast clouds
676,Kargasok,RU,59.0556,80.8572,63.93,89,39,10.8,scattered clouds
677,Coahuayana,MX,18.7333,-103.6833,79.59,80,100,1.66,overcast clouds
678,Sur,OM,22.5667,59.5289,80.47,74,82,16.13,broken clouds
679,Sisimiut,GL,66.9395,-53.6735,42.1,90,54,0.65,broken clouds
680,Neuquen,AR,-38.9516,-68.0591,47.14,60,0,9.78,clear sky
681,Norden,DE,53.6,7.2,58.96,61,99,6.8,overcast clouds
682,Lazurne,UA,46.084,32.5295,72.25,75,2,6.31,clear sky
683,Batticaloa,LK,7.7102,81.6924,79.47,78,98,4.25,overcast clouds
684,Koslan,RU,63.4564,48.8989,59.36,68,16,5.46,few clouds
